emp_id, first_name, last_name, email, phone_number, hire_date, job_id, salary, department_id, manager_id
148,Gerald              ,Cambrault                ,Gerald.Cambrault@gmail.com                        ,011.44.1344.619268  ,15-Oct-99,SA_MAN    ,11000,80,100
150,Peter               ,Tucker                   ,Peter.Tucker@gmail.com                            ,011.44.1344.129268  ,30-Jan-97,SA_REP    ,10000,80,145
151,David               ,Bernstein                ,DBernstein                                        ,011.44.1344.345268  ,24-Mar-97,SA_REP    ,9500,80,145
152,Peter               ,Hall                     ,PHall                                             ,011.44.1344.478968  ,20-Aug-97,SA_REP    ,9000,80,145
153,Christopher         ,Olsen                    ,COlsen                                            ,011.44.1344.498718  ,30-Mar-98,SA_REP    ,8000,80,145
154,Nanette             ,Cambrault                ,NCambrault                                        ,011.44.1344.987668  ,09-Dec-98,SA_REP    ,7500,80,145
155,Oliver              ,Tuvault                  ,OTuvault                                          ,011.44.1344.486508  ,23-Nov-99,SA_REP    ,7000,80,145
156,Janette             ,King                     ,JKing                                             ,011.44.1345.429268  ,30-Jan-96,SA_REP    ,10000,80,146
157,Patrick             ,Sully                    ,PSully                                            ,011.44.1345.929268  ,04-Mar-96,SA_REP    ,9500,80,146
158,Allan               ,McEwen                   ,AMcEwen                                           ,011.44.1345.829268  ,01-Aug-96,SA_REP    ,9000,80,146
159,Lindsey             ,Smith                    ,LSmith                                            ,011.44.1345.729268  ,10-Mar-97,SA_REP    ,8000,80,146
160,Louise              ,Doran                    ,LDoran                                            ,011.44.1345.629268  ,15-Dec-97,SA_REP    ,7500,80,146
161,Sarath              ,Sewall                   ,SSewall                                           ,011.44.1345.529268  ,03-Nov-98,SA_REP    ,7000,80,146
162,Clara               ,Vishney                  ,CVishney                                          ,011.44.1346.129268  ,11-Nov-97,SA_REP    ,10500,80,147
163,Danielle            ,Greene                   ,DGreene                                           ,011.44.1346.229268  ,19-Mar-99,SA_REP    ,9500,80,147
164,Mattea              ,Marvins                  ,MMarvins                                          ,011.44.1346.329268  ,24-Jan-00,SA_REP    ,7200,80,147
165,David               ,Lee                      ,DLee                                              ,011.44.1346.529268  ,23-Feb-00,SA_REP    ,6800,80,147
166,Sundar              ,Ande                     ,SAnde                                             ,011.44.1346.629268  ,24-Mar-00,SA_REP    ,6400,80,147
167,Amit                ,Banda                    ,ABanda                                            ,011.44.1346.729268  ,21-Apr-00,SA_REP    ,6200,80,147
168,Lisa                ,Ozer                     ,LOzer                                             ,011.44.1343.929268  ,11-Mar-97,SA_REP    ,11500,80,148
169,Harrison            ,Bloom                    ,HBloom                                            ,011.44.1343.829268  ,23-Mar-98,SA_REP    ,10000,80,148
170,Tayler              ,Fox                      ,TFox                                              ,011.44.1343.729268  ,24-Jan-98,SA_REP    ,9600,80,148
171,William             ,Smith                    ,WSmith                                            ,011.44.1343.629268  ,23-Feb-99,SA_REP    ,7400,80,148
172,Elizabeth           ,Bates                    ,EBates                                            ,011.44.1343.529268  ,24-Mar-99,SA_REP    ,7300,80,148
173,Sundita             ,Kumar                    ,SKumar                                            ,011.44.1343.329268  ,21-Apr-00,SA_REP    ,6100,80,148
174,Ellen               ,Abel                     ,EAbel                                             ,011.44.1644.429267  ,11-May-96,SA_REP    ,11000,80,149
175,Alyssa              ,Hutton                   ,AHutton                                           ,011.44.1644.429266  ,19-Mar-97,SA_REP    ,8800,80,149
176,Jonathon            ,Taylor                   ,JTaylor                                           ,011.44.1644.429265  ,24-Mar-98,SA_REP    ,8600,80,149
177,Jack                ,Livingston               ,JLivingston                                       ,011.44.1644.429264  ,23-Apr-98,SA_REP    ,8400,80,149
178,Kimberely           ,Grant                    ,KGrant                                            ,011.44.1644.429263  ,24-May-99,SA_REP    ,7000,             ,149
179,Charles             ,Johnson                  ,CJohnson                                          ,011.44.1644.429262  ,04-Jan-00,SA_REP    ,6200,80,149
181,Jean                ,Fleaur                   ,JFleaur                                           ,650.507.9877        ,23-Feb-98,SH_CLERK  ,3100,50,120
182,Martha              ,Sullivan                 ,MSullivan                                         ,650.507.9878        ,21-Jun-99,SH_CLERK  ,2500,50,120
183,Girard              ,Geoni                    ,GGeoni                                            ,650.507.9879        ,03-Feb-00,SH_CLERK  ,2800,50,120
185,Alexis              ,Bull                     ,ABull                                             ,650.509.2876        ,20-Feb-97,SH_CLERK  ,4100,50,121
186,Julia               ,Dellinger                ,JDellinger                                        ,650.509.3876        ,24-Jun-98,SH_CLERK  ,3400,50,121
187,Anthony             ,Cabrio                   ,ACabrio                                           ,650.509.4876        ,07-Feb-99,SH_CLERK  ,3000,50,121
188,Kelly               ,Chung                    ,KChung                                            ,650.505.1876        ,14-Jun-97,SH_CLERK  ,3800,50,122
189,Jennifer            ,Dilly                    ,JDilly                                            ,650.505.2876        ,13-Aug-97,SH_CLERK  ,3600,50,122
190,Timothy             ,Gates                    ,TGates                                            ,650.505.3876        ,11-Jul-98,SH_CLERK  ,2900,50,122
191,Randall             ,Perkins                  ,RPerkins                                          ,650.505.4876        ,19-Dec-99,SH_CLERK  ,2500,50,122
192,Sarah               ,Bell                     ,SBell                                             ,650.501.1876        ,04-Feb-96,SH_CLERK  ,4000,50,123
193,Britney             ,Everett                  ,BEverett                                          ,650.501.2876        ,03-Mar-97,SH_CLERK  ,3900,50,123
194,Samuel              ,McCain                   ,SMcCain                                           ,650.501.3876        ,01-Jul-98,SH_CLERK  ,3200,50,123
195,Vance               ,Jones                    ,VJones                                            ,650.501.4876        ,17-Mar-99,SH_CLERK  ,2800,50,123
196,Alana               ,Walsh                    ,AWalsh                                            ,650.507.9811        ,24-Apr-98,SH_CLERK  ,3100,50,124
197,Kevin               ,Feeney                   ,KFeeney                                           ,650.507.9822        ,23-May-98,SH_CLERK  ,3000,50,124
198,Donald              ,OConnell                 ,DOConnell                                         ,650.507.9833        ,21-Jun-99,SH_CLERK  ,2600,50,124
199,Douglas             ,Grant                    ,DGrant                                            ,650.507.9844        ,13-Jan-00,SH_CLERK  ,2600,50,124
